timestamp,tail,owner,airport,airport_name,leg
2025-11-21,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2025-11-21,N757AF,Donald Trump,ADW,Andrews Air Force Base Airport,arrival
2025-11-18,N757AF,Donald Trump,FMY,Page Field Airport,departure
2025-11-18,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2025-11-18,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2025-11-18,N757AF,Donald Trump,FMY,Page Field Airport,arrival
2025-11-06,N757AF,Donald Trump,FLL,Fort Lauderdale Hollywood International Airport,departure
2025-11-06,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2025-11-05,N757AF,Donald Trump,DCA,Ronald Reagan Washington National Airport,departure
2025-11-05,N757AF,Donald Trump,TOI,Troy Municipal Airport,arrival
2025-11-04,N757AF,Donald Trump,IAD,Washington Dulles International Airport,departure
2025-11-04,N757AF,Donald Trump,DCA,Ronald Reagan Washington National Airport,arrival
2025-11-04,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2025-11-04,N757AF,Donald Trump,IAD,Washington Dulles International Airport,arrival
2025-10-29,N757AF,Donald Trump,RIC,Richmond International Airport,departure
2025-10-29,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2025-10-28,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2025-10-28,N757AF,Donald Trump,RIC,Richmond International Airport,arrival
2025-10-20,N757AF,Donald Trump,HHR,Jack Northrop Field Hawthorne Municipal Airport,departure
2025-10-20,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2025-10-18,N757AF,Donald Trump,LGA,La Guardia Airport,departure
2025-10-18,N757AF,Donald Trump,HHR,Jack Northrop Field Hawthorne Municipal Airport,arrival
2025-10-13,N757AF,Donald Trump,DCA,Ronald Reagan Washington National Airport,departure
2025-10-13,N757AF,Donald Trump,LGA,La Guardia Airport,arrival
2025-10-13,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2025-10-13,N757AF,Donald Trump,DCA,Ronald Reagan Washington National Airport,arrival
2025-09-22,N757AF,Donald Trump,PHX,Phoenix Sky Harbor International Airport,departure
2025-09-22,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2025-09-21,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2025-09-21,N757AF,Donald Trump,PHX,Phoenix Sky Harbor International Airport,arrival
2025-09-19,N757AF,Donald Trump,LGA,La Guardia Airport,departure
2025-09-19,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2025-09-15,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2025-09-15,N757AF,Donald Trump,LGA,La Guardia Airport,arrival
2025-09-14,N757AF,Donald Trump,ORL,Orlando Executive Airport,departure
2025-09-14,N757AF,Donald Trump,PTK,Oakland County International Airport,arrival
2025-09-13,N757AF,Donald Trump,PIK,Prestwick Airport,departure
2025-09-13,N757AF,Donald Trump,ILM,Wilmington International Airport,arrival
2025-08-10,N757AF,Donald Trump,LGA,La Guardia Airport,departure
2025-08-10,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2025-08-10,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2025-08-10,N757AF,Donald Trump,LGA,La Guardia Airport,arrival
2025-07-30,N757AF,Donald Trump,LGA,La Guardia Airport,departure
2025-07-30,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2025-07-30,N757AF,Donald Trump,LSI,Sumburgh Airport,departure
2025-07-30,N757AF,Donald Trump,LGA,La Guardia Airport,arrival
2025-07-29,N757AF,Donald Trump,PIK,Prestwick Airport,departure
2025-07-29,N757AF,Donald Trump,LSI,Sumburgh Airport,arrival
2025-07-25,N757AF,Donald Trump,LGA,La Guardia Airport,departure
2025-07-25,N757AF,Donald Trump,PIK,Prestwick Airport,arrival
2025-07-23,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2025-07-23,N757AF,Donald Trump,LGA,La Guardia Airport,arrival
2025-07-22,N757AF,Donald Trump,LCH,Lake Charles Regional Airport,departure
2025-07-22,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2025-04-01,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2025-04-01,N757AF,Donald Trump,LCH,Lake Charles Regional Airport,arrival
2025-03-30,N757AF,Donald Trump,LGA,La Guardia Airport,departure
2025-03-30,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2025-03-30,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2025-03-30,N757AF,Donald Trump,LGA,La Guardia Airport,arrival
2025-03-29,N757AF,Donald Trump,EGE,Eagle County Regional Airport,departure
2025-03-29,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2025-03-29,N757AF,Donald Trump,CYS,Cheyenne Airport,departure
2025-03-29,N757AF,Donald Trump,EGE,Eagle County Regional Airport,arrival
2025-03-22,N757AF,Donald Trump,EGE,Eagle County Regional Airport,departure
2025-03-22,N757AF,Donald Trump,CYS,Cheyenne Airport,arrival
2025-03-22,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2025-03-22,N757AF,Donald Trump,EGE,Eagle County Regional Airport,arrival
2025-03-20,N757AF,Donald Trump,LGA,La Guardia Airport,departure
2025-03-20,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2025-03-20,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2025-03-20,N757AF,Donald Trump,LGA,La Guardia Airport,arrival
2025-03-15,N757AF,Donald Trump,BGR,Bangor International Airport,departure
2025-03-15,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2025-03-15,N757AF,Donald Trump,PIK,Prestwick Airport,departure
2025-03-15,N757AF,Donald Trump,BGR,Bangor International Airport,arrival
2025-03-14,N757AF,Donald Trump,EDI,Edinburgh Airport,departure
2025-03-14,N757AF,Donald Trump,PIK,Prestwick Airport,arrival
2025-03-13,N757AF,Donald Trump,YGR,Iles De La Madeleine Airport,departure
2025-03-13,N757AF,Donald Trump,EDI,Edinburgh Airport,arrival
2025-03-13,N757AF,Donald Trump,JAX,Jacksonville International Airport,departure
2025-03-13,N757AF,Donald Trump,YGR,Iles De La Madeleine Airport,arrival
2025-03-12,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2025-03-12,N757AF,Donald Trump,JAX,Jacksonville International Airport,arrival
2025-03-05,N757AF,Donald Trump,DCA,Ronald Reagan Washington National Airport,departure
2025-03-05,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2025-03-04,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2025-03-04,N757AF,Donald Trump,DCA,Ronald Reagan Washington National Airport,arrival
2025-02-21,N757AF,Donald Trump,GVT,Majors Airport,departure
2025-02-21,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2025-02-19,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2025-02-19,N757AF,Donald Trump,GVT,Majors Airport,arrival
2025-02-19,N757AF,Donald Trump,LGA,La Guardia Airport,departure
2025-02-19,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2025-02-18,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2025-02-18,N757AF,Donald Trump,LGA,La Guardia Airport,arrival
2025-02-14,N757AF,Donald Trump,LGA,La Guardia Airport,departure
2025-02-14,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2025-02-13,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2025-02-13,N757AF,Donald Trump,LGA,La Guardia Airport,arrival
2025-02-03,N757AF,Donald Trump,LGA,La Guardia Airport,departure
2025-02-03,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2025-02-03,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2025-02-03,N757AF,Donald Trump,LGA,La Guardia Airport,arrival
2025-01-30,N757AF,Donald Trump,IAD,Washington Dulles International Airport,departure
2025-01-30,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2025-01-19,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2025-01-19,N757AF,Donald Trump,IAD,Washington Dulles International Airport,arrival
2025-01-11,N757AF,Donald Trump,LGA,La Guardia Airport,departure
2025-01-11,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2025-01-11,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2025-01-11,N757AF,Donald Trump,LGA,La Guardia Airport,arrival
2025-01-09,N757AF,Donald Trump,ADW,Andrews Air Force Base Airport,departure
2025-01-09,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2025-01-08,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2025-01-08,N757AF,Donald Trump,ADW,Andrews Air Force Base Airport,arrival
2025-01-07,N757AF,Donald Trump,GOH,Unnamed Airport,departure
2025-01-07,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2025-01-07,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2025-01-07,N757AF,Donald Trump,GOH,Unnamed Airport,arrival
2025-01-03,N757AF,Donald Trump,LGA,La Guardia Airport,departure
2025-01-03,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2025-01-02,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2025-01-02,N757AF,Donald Trump,LGA,La Guardia Airport,arrival
2024-12-22,N757AF,Donald Trump,PHX,Phoenix Sky Harbor International Airport,departure
2024-12-22,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2024-12-22,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2024-12-22,N757AF,Donald Trump,PHX,Phoenix Sky Harbor International Airport,arrival
2024-12-15,N757AF,Donald Trump,ADW,Andrews Air Force Base Airport,departure
2024-12-15,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2024-12-14,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2024-12-14,N757AF,Donald Trump,ADW,Andrews Air Force Base Airport,arrival
2024-12-14,N757AF,Donald Trump,LGA,La Guardia Airport,departure
2024-12-14,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2024-12-13,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2024-12-13,N757AF,Donald Trump,LGA,La Guardia Airport,arrival
2024-12-12,N757AF,Donald Trump,LGA,La Guardia Airport,departure
2024-12-12,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2024-12-12,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2024-12-12,N757AF,Donald Trump,LGA,La Guardia Airport,arrival
2024-12-06,N757AF,Donald Trump,LGA,La Guardia Airport,departure
2024-12-06,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2024-12-05,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2024-12-05,N757AF,Donald Trump,LGA,La Guardia Airport,arrival
2024-12-01,N757AF,Donald Trump,LGA,La Guardia Airport,departure
2024-12-01,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2024-12-01,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2024-12-01,N757AF,Donald Trump,LGA,La Guardia Airport,arrival
2024-11-21,N757AF,Donald Trump,LGA,La Guardia Airport,departure
2024-11-21,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2024-11-20,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2024-11-20,N757AF,Donald Trump,LGA,La Guardia Airport,arrival
2024-11-20,N757AF,Donald Trump,BRO,Brownsville South Padre Island International Airport,departure
2024-11-20,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2024-11-19,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2024-11-19,N757AF,Donald Trump,BRO,Brownsville South Padre Island International Airport,arrival
2024-11-17,N757AF,Donald Trump,LGA,La Guardia Airport,departure
2024-11-17,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2024-11-17,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2024-11-17,N757AF,Donald Trump,LGA,La Guardia Airport,arrival
2024-11-13,N757AF,Donald Trump,ADW,Andrews Air Force Base Airport,departure
2024-11-13,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2024-11-13,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2024-11-13,N757AF,Donald Trump,ADW,Andrews Air Force Base Airport,arrival
2024-11-11,N757AF,Donald Trump,LGA,La Guardia Airport,departure
2024-11-11,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2024-11-10,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2024-11-10,N757AF,Donald Trump,LGA,La Guardia Airport,arrival
2024-11-05,N757AF,Donald Trump,GRR,Gerald Ford International Airport,departure
2024-11-05,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2024-11-05,N757AF,Donald Trump,PIT,Pittsburgh International Airport,departure
2024-11-05,N757AF,Donald Trump,GRR,Gerald Ford International Airport,arrival
2024-11-04,N757AF,Donald Trump,RDU,Raleigh Durham International Airport,departure
2024-11-04,N757AF,Donald Trump,PIT,Pittsburgh International Airport,arrival
2024-11-04,N757AF,Donald Trump,WRB,Robins Air Force Base,departure
2024-11-04,N757AF,Donald Trump,RDU,Raleigh Durham International Airport,arrival
2024-11-03,N757AF,Donald Trump,ISO,Kinston Regional Jetport At Stallings Field,departure
2024-11-03,N757AF,Donald Trump,WRB,Robins Air Force Base,arrival
2024-11-03,N757AF,Donald Trump,MDT,Harrisburg International Airport,departure
2024-11-03,N757AF,Donald Trump,ISO,Kinston Regional Jetport At Stallings Field,arrival
2024-11-03,N757AF,Donald Trump,GSO,Piedmont Triad International Airport,departure
2024-11-03,N757AF,Donald Trump,MDT,Harrisburg International Airport,arrival
2024-11-02,N757AF,Donald Trump,CLT,Charlotte Douglas International Airport,departure
2024-11-02,N757AF,Donald Trump,GSO,Piedmont Triad International Airport,arrival
2024-11-02,N757AF,Donald Trump,MKE,General Mitchell International Airport,departure
2024-11-02,N757AF,Donald Trump,CLT,Charlotte Douglas International Airport,arrival
2024-11-02,N757AF,Donald Trump,DET,Detroit City Airport,departure
2024-11-02,N757AF,Donald Trump,MKE,General Mitchell International Airport,arrival
2024-11-01,N757AF,Donald Trump,PHX,Phoenix Sky Harbor International Airport,departure
2024-11-01,N757AF,Donald Trump,DET,Detroit City Airport,arrival
2024-11-01,N757AF,Donald Trump,LAS,McCarran International Airport,departure
2024-11-01,N757AF,Donald Trump,PHX,Phoenix Sky Harbor International Airport,arrival
2024-10-31,N757AF,Donald Trump,ABQ,Albuquerque International Airport,departure
2024-10-31,N757AF,Donald Trump,LAS,McCarran International Airport,arrival
2024-10-31,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2024-10-31,N757AF,Donald Trump,ABQ,Albuquerque International Airport,arrival
2024-10-31,N757AF,Donald Trump,GRB,Green Bay International Airport,departure
2024-10-31,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2024-10-30,N757AF,Donald Trump,PGV,Pitt Greenville Airport,departure
2024-10-30,N757AF,Donald Trump,GRB,Green Bay International Airport,arrival
2024-10-30,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2024-10-30,N757AF,Donald Trump,PGV,Pitt Greenville Airport,arrival
2024-10-30,N757AF,Donald Trump,ABE,Lehigh Valley International Airport,departure
2024-10-30,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2024-10-29,N757AF,Donald Trump,PHL,Philadelphia International Airport,departure
2024-10-29,N757AF,Donald Trump,ABE,Lehigh Valley International Airport,arrival
2024-10-29,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2024-10-29,N757AF,Donald Trump,PHL,Philadelphia International Airport,arrival
2024-10-29,N757AF,Donald Trump,ATL,The William Hartsfield Airport,departure
2024-10-29,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2024-10-28,N757AF,Donald Trump,LGA,La Guardia Airport,departure
2024-10-28,N757AF,Donald Trump,ATL,The William Hartsfield Airport,arrival
2024-10-26,N757AF,Donald Trump,DTW,Detroit Metropolitan Airport,departure
2024-10-26,N757AF,Donald Trump,LGA,La Guardia Airport,arrival
2024-10-25,N757AF,Donald Trump,TVC,Cherry Capital Airport,departure
2024-10-25,N757AF,Donald Trump,DTW,Detroit Metropolitan Airport,arrival
2024-10-25,N757AF,Donald Trump,AUS,Austin International Airport,departure
2024-10-25,N757AF,Donald Trump,TVC,Cherry Capital Airport,arrival
2024-10-25,N757AF,Donald Trump,LAS,McCarran International Airport,departure
2024-10-25,N757AF,Donald Trump,AUS,Austin International Airport,arrival
2024-10-25,N757AF,Donald Trump,PHX,Phoenix Sky Harbor International Airport,departure
2024-10-25,N757AF,Donald Trump,LAS,McCarran International Airport,arrival
2024-10-24,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2024-10-24,N757AF,Donald Trump,PHX,Phoenix Sky Harbor International Airport,arrival
2024-10-22,N757AF,Donald Trump,MIA,Miami International Airport,departure
2024-10-22,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2024-10-22,N757AF,Donald Trump,CLT,Charlotte Douglas International Airport,departure
2024-10-22,N757AF,Donald Trump,MIA,Miami International Airport,arrival
2024-10-21,N757AF,Donald Trump,PGV,Pitt Greenville Airport,departure
2024-10-21,N757AF,Donald Trump,CLT,Charlotte Douglas International Airport,arrival
2024-10-21,N757AF,Donald Trump,AVL,Asheville Regional Airport,departure
2024-10-21,N757AF,Donald Trump,PGV,Pitt Greenville Airport,arrival
2024-10-21,N757AF,Donald Trump,LGA,La Guardia Airport,departure
2024-10-21,N757AF,Donald Trump,AVL,Asheville Regional Airport,arrival
2024-10-21,N757AF,Donald Trump,PIT,Pittsburgh International Airport,departure
2024-10-21,N757AF,Donald Trump,LGA,La Guardia Airport,arrival
2024-10-20,N757AF,Donald Trump,MDT,Harrisburg International Airport,departure
2024-10-20,N757AF,Donald Trump,PIT,Pittsburgh International Airport,arrival
2024-10-20,N757AF,Donald Trump,ILM,Wilmington International Airport,departure
2024-10-20,N757AF,Donald Trump,MDT,Harrisburg International Airport,arrival
2024-10-20,N757AF,Donald Trump,LGA,La Guardia Airport,departure
2024-10-20,N757AF,Donald Trump,ILM,Wilmington International Airport,arrival
2024-10-20,N757AF,Donald Trump,LBE,Arnold Palmer Regional Airport,departure
2024-10-20,N757AF,Donald Trump,LGA,La Guardia Airport,arrival
2024-10-19,N757AF,Donald Trump,LGA,La Guardia Airport,departure
2024-10-19,N757AF,Donald Trump,LBE,Arnold Palmer Regional Airport,arrival
2024-10-19,N757AF,Donald Trump,DTW,Detroit Metropolitan Airport,departure
2024-10-19,N757AF,Donald Trump,LGA,La Guardia Airport,arrival
2024-10-18,N757AF,Donald Trump,LGA,La Guardia Airport,departure
2024-10-18,N757AF,Donald Trump,DTW,Detroit Metropolitan Airport,arrival
2024-10-17,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2024-10-17,N757AF,Donald Trump,LGA,La Guardia Airport,arrival
2024-10-16,N757AF,Donald Trump,ATL,The William Hartsfield Airport,departure
2024-10-16,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2024-10-15,N757AF,Donald Trump,ORD,Chicago ’hare International Airport,departure
2024-10-15,N757AF,Donald Trump,ATL,The William Hartsfield Airport,arrival
2024-10-15,N757AF,Donald Trump,PHL,Philadelphia International Airport,departure
2024-10-15,N757AF,Donald Trump,ORD,Chicago ’hare International Airport,arrival
2024-10-14,N757AF,Donald Trump,LGA,La Guardia Airport,departure
2024-10-14,N757AF,Donald Trump,PHL,Philadelphia International Airport,arrival
2024-10-14,N757AF,Donald Trump,PHX,Phoenix Sky Harbor International Airport,departure
2024-10-14,N757AF,Donald Trump,LGA,La Guardia Airport,arrival
2024-10-13,N757AF,Donald Trump,LAS,McCarran International Airport,departure
2024-10-13,N757AF,Donald Trump,PHX,Phoenix Sky Harbor International Airport,arrival
2024-10-13,N757AF,Donald Trump,PSP,Palm Springs International Airport,departure
2024-10-13,N757AF,Donald Trump,LAS,McCarran International Airport,arrival
2024-10-12,N757AF,Donald Trump,LAS,McCarran International Airport,departure
2024-10-12,N757AF,Donald Trump,PSP,Palm Springs International Airport,arrival
2024-10-12,N757AF,Donald Trump,RNO,Reno Tahoe International Airport,departure
2024-10-12,N757AF,Donald Trump,LAS,McCarran International Airport,arrival
2024-10-11,N757AF,Donald Trump,DEN,Denver International Airport,departure
2024-10-11,N757AF,Donald Trump,RNO,Reno Tahoe International Airport,arrival
2024-10-11,N757AF,Donald Trump,ORD,Chicago ’hare International Airport,departure
2024-10-11,N757AF,Donald Trump,DEN,Denver International Airport,arrival
2024-10-10,N757AF,Donald Trump,DTW,Detroit Metropolitan Airport,departure
2024-10-10,N757AF,Donald Trump,ORD,Chicago ’hare International Airport,arrival
2024-10-10,N757AF,Donald Trump,LGA,La Guardia Airport,departure
2024-10-10,N757AF,Donald Trump,DTW,Detroit Metropolitan Airport,arrival
2024-10-10,N757AF,Donald Trump,ABE,Lehigh Valley International Airport,departure
2024-10-10,N757AF,Donald Trump,LGA,La Guardia Airport,arrival
2024-10-09,N757AF,Donald Trump,AVP,Wilkes Barre Scranton International Airport,departure
2024-10-09,N757AF,Donald Trump,ABE,Lehigh Valley International Airport,arrival
2024-10-09,N757AF,Donald Trump,LGA,La Guardia Airport,departure
2024-10-09,N757AF,Donald Trump,AVP,Wilkes Barre Scranton International Airport,arrival
2024-10-07,N757AF,Donald Trump,MSN,Dane County Regional Airport,departure
2024-10-07,N757AF,Donald Trump,LGA,La Guardia Airport,arrival
2024-10-06,N757AF,Donald Trump,LGA,La Guardia Airport,departure
2024-10-06,N757AF,Donald Trump,MSN,Dane County Regional Airport,arrival
2024-10-06,N757AF,Donald Trump,PIT,Pittsburgh International Airport,departure
2024-10-06,N757AF,Donald Trump,LGA,La Guardia Airport,arrival
2024-10-05,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2024-10-05,N757AF,Donald Trump,PIT,Pittsburgh International Airport,arrival
2024-10-05,N757AF,Donald Trump,FAY,Fayetteville Regional Airport,departure
2024-10-05,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2024-10-04,N757AF,Donald Trump,AGS,Augusta Regional Airport,departure
2024-10-04,N757AF,Donald Trump,FAY,Fayetteville Regional Airport,arrival
2024-10-04,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2024-10-04,N757AF,Donald Trump,AGS,Augusta Regional Airport,arrival
2024-10-03,N757AF,Donald Trump,MBS,Mbs International Airport,departure
2024-10-03,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2024-10-03,N757AF,Donald Trump,EFD,Ellington Field Airport,departure
2024-10-03,N757AF,Donald Trump,MBS,Mbs International Airport,arrival
2024-10-02,N757AF,Donald Trump,MAF,Midland International Airport,departure
2024-10-02,N757AF,Donald Trump,EFD,Ellington Field Airport,arrival
2024-10-02,N757AF,Donald Trump,EFD,Ellington Field Airport,departure
2024-10-02,N757AF,Donald Trump,MAF,Midland International Airport,arrival
2024-10-02,N757AF,Donald Trump,MKE,General Mitchell International Airport,departure
2024-10-02,N757AF,Donald Trump,EFD,Ellington Field Airport,arrival
2024-10-01,N757AF,Donald Trump,MSN,Dane County Regional Airport,departure
2024-10-01,N757AF,Donald Trump,MKE,General Mitchell International Airport,arrival
2024-10-01,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2024-10-01,N757AF,Donald Trump,MSN,Dane County Regional Airport,arrival
2024-09-30,N757AF,Donald Trump,LGA,La Guardia Airport,departure
2024-09-30,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2024-09-29,N757AF,Donald Trump,ERI,Erie International Airport,departure
2024-09-29,N757AF,Donald Trump,LGA,La Guardia Airport,arrival
2024-09-29,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2024-09-29,N757AF,Donald Trump,ERI,Erie International Airport,arrival
2024-09-29,N757AF,Donald Trump,BHM,Birmingham International Airport,departure
2024-09-29,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2024-09-28,N757AF,Donald Trump,ORD,Chicago ’hare International Airport,departure
2024-09-28,N757AF,Donald Trump,BHM,Birmingham International Airport,arrival
2024-09-28,N757AF,Donald Trump,GRR,Gerald Ford International Airport,departure
2024-09-28,N757AF,Donald Trump,ORD,Chicago ’hare International Airport,arrival
2024-09-27,N757AF,Donald Trump,LGA,La Guardia Airport,departure
2024-09-27,N757AF,Donald Trump,GRR,Gerald Ford International Airport,arrival
2024-09-26,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2024-09-26,N757AF,Donald Trump,LGA,La Guardia Airport,arrival
2024-09-25,N757AF,Donald Trump,CLT,Charlotte Douglas International Airport,departure
2024-09-25,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2024-09-25,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2024-09-25,N757AF,Donald Trump,CLT,Charlotte Douglas International Airport,arrival
2024-09-24,N757AF,Donald Trump,SAV,Savannah Hilton Head International Airport,departure
2024-09-24,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2024-09-24,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2024-09-24,N757AF,Donald Trump,SAV,Savannah Hilton Head International Airport,arrival
2024-09-24,N757AF,Donald Trump,LBE,Arnold Palmer Regional Airport,departure
2024-09-24,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2024-09-23,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2024-09-23,N757AF,Donald Trump,LBE,Arnold Palmer Regional Airport,arrival
2024-09-21,N757AF,Donald Trump,ILM,Wilmington International Airport,departure
2024-09-21,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2024-09-21,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2024-09-21,N757AF,Donald Trump,ILM,Wilmington International Airport,arrival
2024-09-19,N757AF,Donald Trump,DCA,Ronald Reagan Washington National Airport,departure
2024-09-19,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2024-09-19,N757AF,Donald Trump,TEB,Teterboro Airport,departure
2024-09-19,N757AF,Donald Trump,DCA,Ronald Reagan Washington National Airport,arrival
2024-09-18,N757AF,Donald Trump,FNT,Bishop International Airport,departure
2024-09-18,N757AF,Donald Trump,TEB,Teterboro Airport,arrival
2024-09-17,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2024-09-17,N757AF,Donald Trump,FNT,Bishop International Airport,arrival
2024-09-17,N757AF,Donald Trump,TEB,Teterboro Airport,departure
2024-09-17,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2024-09-16,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2024-09-16,N757AF,Donald Trump,TEB,Teterboro Airport,arrival
2024-09-15,N757AF,Donald Trump,SLC,Salt Lake City International Airport,departure
2024-09-15,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2024-09-14,N757AF,Donald Trump,LAS,McCarran International Airport,departure
2024-09-14,N757AF,Donald Trump,SLC,Salt Lake City International Airport,arrival
2024-09-14,N757AF,Donald Trump,SFO,San Francisco International Airport,departure
2024-09-14,N757AF,Donald Trump,LAS,McCarran International Airport,arrival
2024-09-13,N757AF,Donald Trump,LAX,Los Angeles International Airport,departure
2024-09-13,N757AF,Donald Trump,SFO,San Francisco International Airport,arrival
2024-09-13,N757AF,Donald Trump,TUS,Tucson International Airport,departure
2024-09-13,N757AF,Donald Trump,LAX,Los Angeles International Airport,arrival
2024-09-12,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2024-09-12,N757AF,Donald Trump,TUS,Tucson International Airport,arrival
2024-09-11,N757AF,Donald Trump,JST,John Murtha Johnstown Cambria County Airport,departure
2024-09-11,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
